URL,Drug
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Potiga (ezogabine); Valeant Pharmaceuticals;
                    For the treatment of partial-onset seizures, Approved June 2011"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Sutent (sunitinib malate); Pfizer;
                    For the treatment of pancreatic neuroendocrine tumors, Approved May 2011"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Sylatron (peginterferon alfa-2b); Merck;
                    For the treatment of melanoma, Approved April 2011"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Tradjenta (linagliptin); Boehringer Ingelheim;
                    For the treatment of type II diabetes, Approved May 2011"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Vandetanib (vandetanib); AstraZeneca;
                    For the treatment of thyroid cancer, Approved April 2011"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Viibryd (vilazodone hydrochloride); Clinical Data;
                    For the treatment of major depressive disorder, Approved January 2011"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Xalkori (crizotinib); Pfizer;
                    For the treatment of ALK+ non-small cell lung cancer, Approved August of 2011"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Xarelto (rivaroxaban); Janssen Pharmaceuticals;
                    For the reduction in the risk of stroke and systemic embolism resulting from atrial fibrillation, Approved November 2011"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Xarelto (rivaroxaban); Janssen Pharmaceuticals;
                    For the prophylaxis of deep vein thrombosis during knee or hip replacement surgery, Approved July 2011"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Yervoy (ipilimumab); Bristol-Myers Squibb;
                    For the treatment of metastatic melanoma, Approved March 2011"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Zelboraf (vemurafenib); Roche;
                    For the treatment of  BRAF + melanoma, Approved August of 2011"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Zytiga (abiraterone acetate); Centocor Ortho Biotech;
                    For the treatment of prostate cancer, Approved May 2011"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Actemra (tocilizumab); Genentech;
                    For the treatment of rheumatoid arthritis, Approved January 2010"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Ampyra (dalfampridine); Acorda;
                    For the improvement of walking in patients with multiple sclerosis, Approved January 2010"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Amturnide (aliskiren + amlodipine + hydrochlorothiazide); Novartis;
                    For the treatment of uncontrolled hypertension, Approved December 2010"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Botox (onabotulinumtoxinA); Allergan;
                    For the treatment of chronic migraine, Approved October 2010"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Botox (onabotulinumtoxinA); Allergan;
                    For the treatment of upper limb spasticity, Approved March 2010"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Butrans (buprenorphine) Transdermal System; Purdue Pharma;
                    moderate to severe chronic pain, Approved July 2010"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Cuvposa (glycopyrrolate); Shionogi;
                    For the treatment of chronic severe drooling in pediatrics with neurologic conditions, Approved July 2010"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Dulera (mometasone furoate + formoterol fumarate dihydrate); Merck;
                    For the treatment of asthma, Approved June 2010"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Egrifta (tesamorelin for injection); Theratechnologies;
                    For the reduction of excess abdominal fat in HIV-infected patients with lipodystrophy, Approved November 2010"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Exalgo (hydromorphone hydrochloride) extended release; Alza;
                    For the management of moderate to severe pain, Approved March 2010"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Gilenya (fingolimod); Novartis;
                    For the treatment of relapsing multiple sclerosis, Approved September 2010"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Halaven (eribulin mesylate); Eisai;
                    For the treatment of metastatic breast cancer, Approved November 2010"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Herceptin (trastuzumab); Genentech;
                    For the treatment of gastric cancer, Approved October 2010"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Jalyn (dutasteride + tamsulosin); GlaxoSmithKline;
                    For the treatment of benign prostatic hyperplasia, Approved June 2010"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Jevtana (cabazitaxel); sanofi aventis;
                    For the treatment of prostate cancer, Approved June 2010"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Kapvay (clonidine hydrochloride); Shionogi;
                    For the treatment of attention deficit hyperactivity disorder, Approved October 2010"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Krystexxa (pegloticase); Savient Pharma;
                    For the treatment of chronic gout (hyperuricemia), Approved September 2010"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Oleptro (trazodone hydrochloride); Labopharm;
                    For the treatment of major depressive disorder, Approved February 2010"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Pradaxa (dabigatran etexilate mesylate); Boehringer Ingelheim;
                    For the risk reduction of stroke and embolism due to atrial fibrillation, Approved October 2010"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Prolia (denosumab); Amgen;
                    For the treatment of osteoporosis and bone loss in men and women, Approved June 2010"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Provenge (sipuleucel-T); Dendreon;
                    For the treatment of hormone refractory prostate cancer, Approved May 2010"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Silenor (doxepin); Somaxon Pharma;
                    For the treatment of insomnia, Approved March 2010"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Sprix (ketorolac tromethamine); Roxro Pharma;
                    For the treatment of moderate to severe pain, Approved May 2010"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Teflaro (ceftaroline fosamil); Cerexa;
                    For the treatment of bacterial skin infections and bacterial pneumonia, November 2010"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Tekamlo (aliskiren + amlodipine); Novartis;
                    For the treatment of hypertension, Approved August 2010"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Tribenzor (olmesartan medoxomil + amlodipine + hydrochlorothiazide); Daiichi Sankyo;
                    For the treatment of hypertension, Approved July 2010"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Veltin (clindamycin phosphate and tretinoin); Stiefel;
                    For the treatment of acne vulgaris, Approved July 2010"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Victoza (liraglutide); Novo Nordisk;
                    For the treatment of type 2 diabetes mellitus, Approved January 2010"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Vimovo (naproxen + esomeprazole); AstraZeneca;
                    For the treatment of arthritis in patients at risk for NSAID-associated ulcers, Approved April 2010"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Vivitrol (naltrexone for extended-release injectable suspension); Alkermes;
                    For the prevention of relapse to opioid dependence, Approved October 2010"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Zymaxid (gatifloxacin ophthalmic solution); Allergan;
                    For the treatment of bacterial conjunctivitis, Approved May 2010"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Adcirca (tadalafil); Eli Lilly;
                    For the treatment of pulmonary arterial hypertension, Approved May 2009"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Afinitor (everolimus); Novartis;
                    For the treatment of renal cell carcinoma, Approved March 2009"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Avastin (bevacizumab); Genentech;
                    For the treatment of renal cell carcinoma, Approved July 2009"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Bepreve (bepotastine besilate ophthalmic solution); Ista Pharmaceuticals;
                    For the treatment of itching associated with allergic conjunctivitis, Approved September 2009"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Cambia (diclofenac potassium for oral solution); Kowa Pharmaceuticals;
                    For the treatment of migraine attacks, Approved June of 2009"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Cervarix [Human Papillomavirus Bivalent (Types 16 and 18) Vaccine, Recombinant; GlaxoSmithKline;
                    For the prevention of cervical cancer and cervical intraepithelial neoplasia caused by HPV types 16 and 18, Approved October 2009"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Cimzia (certolizumab pegol); UCB;
                    For the treatment of rheumatoid arthritis, Approved May of 2009"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Cycloset, bromocriptine mesylate; VeroScience;
                    For the treatment of type 2 diabetes mellitus, Approved May 2009"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Embeda (morphine sulfate and naltrexone hydrochloride); King Pharmaceuticals;
                    For the treatment of moderate to severe pain, Approved August of 2009"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Extavia (Interferon beta-l b); Novartis;
                    For the treatment of relapsing multiple sclerosis, Approved August of 2009"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Intuniv (guanfacine extended-release); Shire Pharmaceuticals;
                    For the treatment of ADHD in children and adolescents, Approved September 2009"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Metozolv ODT (metoclopramide hydrochloride); Salix Pharmaceuticals;
                    For the treatment of gastroesophageal reflux and diabetic gastroparesis, Approved September of 2009"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Onglyza (saxagliptin); Bristol-Myers Squibb;
                    For the treatment of type 2 diabetes mellitus, Approved July 2009"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Onsolis (fentanyl buccal); BioDelivery Sciences;
                    For the management of breakthrough cancer pain, Approved July 2009"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Pennsaid (diclofenac sodium topical solution); Nuvo Research;
                    For the treatment of osteoarthritis of the knee, Approved November 2009"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Sabril (vigabatrin); Lundbeck;
                    For the treatment of infantile spasms and complex partial seizures, Approved August 2009"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Saphris (asenapine); Schering-Plough;
                    For the treatment of schizophrenia and manic or mixed bipolar 1 episodes, Approved August of 2009"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Simponi (golimumab); Centocor Ortho Biotech;
                    For the treatment of rheumatoid arthritis, psoriatic arthritis and ankylosing spondylitis, Approved April 2009"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Stelara (ustekinumab); Janssen Biotech;
                    For the treatment of plaque psoriasis, psoriatic arthritis and Crohn's disease, Approved September 2009"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Tyvaso (treprostinil); United Therapeutics;
                    For the treatment of pulmonary arterial hypertension, Approved July 2009"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Vibativ (telavancin); Theravance;
                    For the treatment of complicated skin and skin structure infections, Approved September 2009"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Votrient (pazopanib); GlaxoSmithKline;
                    For the treatment of renal cell carcinoma, Approved October of 2009"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Zipsor (diclofenac potassium); Xanodyne Pharmaceuticals;
                    For the treatment of mild to moderate acute pain, Approved June 2009"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Alvesco (ciclesonide); Nycomed;
                    For the maintenance treatment of asthma as prophylactic therapy in adults and adolescents, Approved January 2008"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Aptivus (tipranavir); Boehringer Ingelheim;
                    For the treatment of HIV, Approved June 2008"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Banzel (rufinamide); Elan Pharmaceuticals;
                    For the treatment of seizures associated with Lennox-Gastaut syndrome in pediatrics and adults, Approved November 2008"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Cimzia (certolizumab pegol); UCB;
                    For the treatment of Crohn’s disease, Approved April 2008"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Cleviprex (clevidipine); The Medicines Company;
                    For the treatment of hypertension when oral therapy is not feasible or not desirable, Approved August 2008"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Degarelix (degarelix for injection); Ferring Pharmaceuticals;
                    For the treatment of prostate cancer, Approved December of 2008"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Intelence (etravirine); Tibotec;
                    For the treatment of HIV-1, Approved January 2008"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Stavzor (valproic acid delayed release); Banner Pharmacaps;
                    For the treatment of bipolar manic disorder, seizures and migraine headaches, Approved July 2008"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Tysabri (natalizumab); Biogen IDEC;
                    For the maintenance treatment of moderate to severe Crohn’s disease, Approved January 2008"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Vimpat (lacosamide); Schwarz Pharma;
                    For the treatment of partial-onset seizures in adults with epilepsy, Approved October 2008"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Welchol (colesevelam hydrochloride); Daiichi Sankyo;
                    For the improvement of glycemic control in adults with type 2 diabetes mellitus, Approved January 2008"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Amrix (cyclobenzaprine hydrochloride extended release); Cephalon;
                    For the treatment of muscle spasm associated with acute, painful musculoskeletal conditions, Approved February 2007"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Azor (amlodipine besylate; olmesartan medoxomil); Daiichi Sankyo;
                    For the treatment of hypertension, Approved September 2007"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Doribax (doripenem); Johnson & Johnson;
                    For the treatment of intra-abdominal infections and urinary tract infections, Approved October 2007"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Evamist (estradiol); Vivus;
                    For the treatment of moderate to severe vasomotor symptoms due to menopause, Approved July 2007"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Evista (raloxifene hydrochloride); Eli Lilly;
                    For the treatment/prevention of osteoporosis and reduction of breast cancer risk in postmenopausal women, Approved September 2007"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Exelon (rivastigmine tartrate); Novartis;
                    For the treatment of Alzheimer's and Parkinson's disease-related dementia, Approved July 2007"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Hycamtin (topotecan hydrochloride); GlaxoSmithKline;
                    For the treatment of small cell lung cancer, Approved October 2007"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Isentress (raltegravir); Merck;
                    For the treatment of HIV-1, Approved October 2007"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Ixempra (ixabepilone); Bristol-Myers Squibb;
                    For the treatment of breast cancer, Approved October 2007"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Letairis (ambrisentan); Gilead;
                    For the treatment of pulmonary arterial hypertension, Approved June 2007"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Neupro (rotigotine); Schwarz Pharma;
                    For the treatment of Parkinson's disease, Approved May 2007"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Reclast (zoledronic acid); Novartis;
                    For the treatment of postmenopausal osteoporosis, Approved August 2007"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Renvela (sevelamer carbonate); Genzyme;
                    For the control of serum phosphorus in patients with chronic kidney disease on dialysis, Approved October 2007"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Selzentry (maraviroc); Pfizer;
                    For the treatment of CCR5-tropic HIV-1, Approved August 2007"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Tekturna (aliskiren); Novartis;
                    For the treatment of hypertension, Approved March 2007"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Torisel (temsirolimus); Wyeth;
                    For the treatment of renal cell carcinoma, Approved May 2007"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Tykerb (lapatinib); GlaxoSmithKline;
                    For the treatment of breast cancer, Approved March 2007"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Vyvanse (Lisdexamfetamine Dimesylate); New River;
                    For the treatment of Attention-Deficit/Hyperactivity Disorder, Approved February 2007"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Desonate (desonide); Dow Pharm;
                    For the treatment of atopic dermatitis, Approved October 2006"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Elestrin (estradiol gel); BioSante;
                    For the treatment of vasomotor symptoms associated with menopause, Approved December 2006"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Eraxis (anidulafungin); Pfizer;
                    For the treatment of fungal infections, Approved February 2006"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Januvia (sitagliptin phosphate); Merck;
                    For the treatment of type II diabetes, Approved October 2006"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Noxafil (posaconazole); Schering-Plough;
                    For the treatment of fungal infections, Approved in September 2006"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Prezista (darunavir); Tibotec;
                    For the treatment of treatment-resistant HIV infections, Approved June 2006"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Ranexa (ranolazine); CV Therapeutics;
                    For the treatment of chronic angina in patients failing first-line therapy, Approved January 2006"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Vectibix (panitumumab); Amgen;
                    For the treatment of colorectal cancer, Approved September 2006"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Verdeso (desonide); Connetics Corporation;
                    For the treatment of atopic dermatitis, Approved September 2006"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Vivitrol (naltrexone for extended-release injectable suspension); Alkermes;
                    For the treatment of alcohol dependence, Approved April 2006"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"ACTOplus met (pioglitazone hydrochloride and metformin hydrochloride); Takeda;
                    For the treatment of type 2 diabetes, Approved August of 2005"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Aptivus (tipranavir); Boehringer Ingelheim;
                    For the adjunctive treatment of HIV-1 infections, Approved June, 2005"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"BiDil (isosorbide dinitrate/hydralazine hydrochloride); NitroMed;
                    For the treatment of heart failure in black patients, Approved June, 2005"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Boniva (ibandronate); Roche / GlaxoSmithKline;
                    For the treatment and prevention of osteoporosis, Approved May, 2003 -- UPDATED: NEW FORMULATION APPROVED MARCH, 2005"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Byetta (exenatide); Amylin/Eli Lilly;
                    For the adjunctive treatment of Type 2 diabetes mellitus, Approved April, 2005"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Nexavar (sorafenib); Bayer/Onyx;
                    For the Treatment of Renal Cell Carcinoma, Approved December 2005"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Orencia (abatacept); Bristol-Myers Squibb;
                    For the Treatment of Rheumatoid Arthritis, Approved December 2005"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Symlin (pramlintide); Amylin Pharmaceuticals;
                    For the treatment of type I and type II diabetes, Approved March 2005"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Tysabri (natalizumab); Elan Pharmaceuticals / Biogen Idec;
                    For the treatment of relapsing forms of multiple sclerosis, Approved November 2004 -- Updated: Suspended February 2005--Updated: sBLA"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Apokyn (apomorphine hydrochloride); Mylan Laboratories;
                    For the treatment of acute, intermittent hypomobility episodes associated with advanced Parkinson’s disease, Approved April, 2004"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Avastin (bevacizumab); Genentech;
                    For the treatment of metastatic carcinoma of the colon or rectum, Approved February 2004"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Caduet (amlodipine/atorvastatin); Pfizer;
                    For the treatment of hypertension, chronic stable angina and vasospastic angina, Approved January 2004"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Campral (acamprosate calcium); Forest Laboratories;
                    For the treatment of alcohol dependence and the maintenance of alcohol abstinence, Approved August, 2004"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Cymbalta (duloxetine); Eli Lilly;
                    For the treatment of major depressive disorder, Approved August 2004"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Erbitux (cetuximab); Imclone, Bristol-Myers Squibb;
                    For the treatment of EGFR-expressing, metastatic colorectal cancer, Approved February 2004"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"EstroGel (estradiol gel 0.06%); Solvay Pharmaceuticals;
                    For the treatment of vasomotor symptoms and vulvar and vaginal atrophy associated with menopause, Approved April 2004"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Lyrica (pregabalin); Pfizer;
                    For the treatment of pain associated with diabetic peripheral neuropathy and postherpetic neuralgia, Approved December 2004"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Spiriva HandiHaler (tiotropium bromide); Boehringer Ingelheim;
                    For the treatment of bronchospasm associated with chronic obstructive pulmonary disease, Approved February 2004"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Tarceva (erlotinib, OSI 774); Genentech, OSI Pharmaceuticals;
                    For the treatment of advanced refractory metastatic non-small cell lung cancer, Approved November, 2004"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Vioxx (rofecoxib); Merck;
                    For the treatment of rheumatoid arthritis, Approved April 2002 -- UPDATED: WITHDRAWN OCTOBER 2004"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Amevive (alefacept); Biogen IDEC;
                    For moderate to severe chronic plaque psoriasis., Approved January 2003"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Cialis (tadalafil); Eli Lilly;
                    Oral agent for the treatment for erectile dysfunction, Approved December 2003"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Finacea (azelaic acid) Gel, 15%; Berlex Laboratories;
                    Gel formulation for the treatment of rosacea., January 2003"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Fuzeon (enfuvirtide); Trimeris, Roche;
                    For the treatment of HIV-1 infection in combination with other antiretroviral agents, Approved March 2003"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Iressa (gefitinib); AstraZeneca;
                    For the second-line treatment of non-small-cell lung cancer, Approved May 2003"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Levitra (vardenafil); Bayer, GlaxoSmithKline;
                    For the treatment of erectile dysfunction related to sexual activity in men, Approved September 2003"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Lexiva (fosamprenavir calcium); GlaxoSmithKline;
                    For the treatment of HIV infection in adults in combination with other antiretroviral agents., Approved October 2003"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Namenda (memantine HCl); Forest Laboratories;
                    For the treatment of moderate to severe dementia of the Alzheimer’s type., Approved October 2003"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Plenaxis (abarelix for injectable suspension); Praecis Pharmaceuticals;
                    For treatment of advanced prostate cancer, Approved December 2003"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Premarin (conjugated estrogens); Wyeth;
                    For the prevention of postmenopausal osteoporosis and treatment of vasomotor menopause symptoms, Approved July of 2003"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Reyataz (atazanavir sulfate); Bristol-Myers Squibb;
                    For the treatment of HIV-1 infection in combination with other antiretroviral agents, Approved July 2003"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"UroXatral (alfuzosin HCl extended-release tablets); Sanofi-aventis;
                    For the treatment of of the signs and symptoms of benign prostatic hyperplasia, Approved June 2003"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/23/family-medicine,"Xolair (omalizumab); Genentech;
                    For the treatment of asthma, Approved June 2003"
